ERR1018240	ERR1018195	ERR1018209	ERR1018239	ERR1018238	ERR1018237	ERR1018236	ERR1018235	ERR1018234	ERR1018233	ERR1018232	ERR1018241	ERR1018193	ERR1018205	ERR1018203	ERR1018210	ERR1018199	ERR1018198	ERR1018208	ERR1018207	ERR1018186	ERR1018192	ERR1018189	ERR1018227	ERR1018224	ERR1018213	ERR1018201	ERR1018200	ERR1018202	ERR1018185	ERR1018212	ERR1018187	ERR1018197	ERR1018196	ERR1018190	ERR1018188	ERR1018191	ERR1018211	ERR1018194	ERR1018214	ERR1018225	ERR1018222	ERR1018226	ERR1018228	ERR1018216	ERR1018221	ERR1018229	ERR1018231	ERR1018218	ERR1018223	ERR1018215	ERR1018230	ERR1018219	ERR1018220	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018310	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018311	ERR1018312	ERR1018292	ERR1018293	ERR1018242	ERR1018243	ERR1018308	ERR1018244	ERR1018245	ERR1018246	ERR1018309	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018217	ERR1018206	ERR1018204	ERR1018305	ERR1018306	ERR1018307	ERR1018294	ERR1018298	ERR1018295	ERR1018299	ERR1018296	ERR1018300	ERR1018297	ERR1018301	ERR1018302	ERR1018303	ERR1018304
Parachlamydia acanthamoebae [Cluster1032]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Protochlamydia amoebophila [Cluster1033]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waddlia chondrophila [Cluster1034]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simkania negevensis [Cluster1035]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentisphaera araneosa [Cluster1036]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prosthecochloris aestuarii [Cluster1037]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeobacteroides [Cluster1038]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum tepidum [Cluster1039]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485834864225202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95220363250043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus horikoshii [Cluster104]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum parvum [Cluster1040]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485059234950773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeovibrioides [Cluster1041]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon luteolum [Cluster1042]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327648505470192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon phaeoclathratiforme [Cluster1043]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium ferrooxidans [Cluster1044]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium limicola [Cluster1045]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeobacteroides [Cluster1046]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium chlorochromatii [Cluster1047]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton thalassium [Cluster1048]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga pinensis [Cluster1049]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus furiosus [Cluster105]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niastella koreensis [Cluster1050]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliscomenobacter hydrossis [Cluster1051]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes shahii [Cluster1052]	127.83497901748	0	20.290319834652	557.866036382178	0	0	17.3669142865191	470.299367059143	1.0960365920568	1.07770465512325	189.613390221479	30.2120633341172	249.236090389263	1.09331139863424	8.57807438782851	280.507694338383	8.88038806704876	50.1971079965125	52.6705709904464	463.192534430954	291.113725831623	2.17916378614973	1446.91242587539	158.730792666308	1.05353844440538	2.12759130842161	191.923548451282	1.01878595455644	575.070895005792	93.4551894095935	425.409078994042	240.928433903977	803.103924483285	1066.32515705955	221.755476067619	254.30031691337	6.26133415856786	938.120955924693	322.898038110461	40.0815445416819	107.92089225333	222.813826521614	0	27.092905014615	71.5913172471913	863.331188805467	21.0165730472957	376.840195728621	465.099487255904	117.607595087243	37.0525605256831	200.428088084578	0	117.749363186129	0	0	637.371459662412	858.137391349111	0	104.60441410992	55.2322816390736	471.660325770137	26.8835245727649	2.11801341965727	122.483387696173	48.5866450078087	418.927671380226	48.7640687750013	732.925221458015	8.68164929497821	0	223.109295412387	195.170838127176	1.08659796819802	322.482299851541	751.495770963552	222.497215810506	364.627469357492	25.4198654980205	39.5228009844798	306.040302959994	33.2990097560385	91.6099774324063	9.60074893403097	22.6858208063442	16.9973330881885	752.370937578294	183.516722016969	102.871317855575	1.05871229999994	55.150954287739	0	16.0989917444318	5.28853791537917	566.060777826362	105.790701788613	772.249828630753	257.009389407206	28.1594710451915	304.874080746962	233.077792917779	0	0	126.595203619339	1933.52977343028	40.486186681643	525.73465426519	432.779357873785	650.193049145937	84.4031609912742	414.052808354864	0	2.17926656355	0	1972.29005890289	1.08460243882519	0	140.097170872287	85.6429645771855	658.772909301352	7.55392565435937	33.3008904792058	198.044063560136	215.128129176519	1266.78389405086	24.8262894977647	27.50097930978	1.04598790415504
unnamed Alistipes sp. HGB5 [Cluster1053]	209.845652722184	1.01197752027125	9.9229514345236	312.469101459458	0	0	3.02156358476952	143.918398149984	0	3.00262707185098	25.9950663355679	4.00859801873316	2.0126725263447	375.686840088546	13.9446725300599	440.244955056155	19.5349560538842	32.7302781146718	0	5.98749484352076	439.44785604013	0	51.2015711495594	127.457049821601	0	2.96387476389391	2532.29836472465	0	163.319584105042	50.7709844897072	9.09233753354282	0.536697772544871	7.13528205248532	22.2656353130915	3275.19313751567	9.36933324498051	273.303455317184	322.993386730421	21.1360639645093	2.01137656594831	4.00909087856546	377.362564103256	0	2.90324618178248	1207.78031233084	393.331309998518	8.46233724680253	1256.86768004363	0.99487509113424	95.9159284144257	0.983174403619884	279.209522006409	0	10.0263809354016	0	0.988697615816064	175.79908235303	16.0950996741305	0	138.487069300515	145.721043516758	2.9849499659197	3.90179777206748	7.86808569141088	185.681097355458	345.290103961476	800.571974545446	7.35837980173383	18.3451960736354	143.113623516283	4.99020603854045	0.97174771575846	25.1930696096429	24.2192401045647	12.6382390436001	18.7866163865285	7.64916657583799	167.835786100102	1.90013438690321	25.4431317731758	255.597172173392	12.9793772021193	276.474107811417	1.98140375351511	5.74597125781682	6.90620117295701	249.410335509469	40.4475156511015	29.5135651988943	47.1953899156964	22.2780304211243	0	587.815655924682	0	319.624030381589	0	2.01440727273976	263.639762797404	21.0590539290332	3.9668270611118	4.94205038587754	0	0	5.04404959590188	305.869978022884	2.96841702527126	631.226700091505	5.93881100610824	5.97053649168529	1.95238345251869	0	0	2.02390786423965	3.95475626792084	7.91082779836623	0	0.99309750855957	29.2350176112933	18.6878249519897	47.1342760178053	0	3.08616321676193	532.802715541294	1127.98601195652	32.1040768319343	5.01226894553539	4.05227787670192	0
Alistipes putredinis [Cluster1054]	4883.81652212321	5.02076980003152	1904.73345859366	657.996110372131	3.94914082075765	0.985673574314612	1248.23853723538	2185.90996420616	0	3.97255183272334	565.261546899062	0.994333742732004	1396.97308605582	4.03008020772174	3315.87099351623	2232.17634172901	236.292707522772	1214.44483045414	0.990562240095486	381.406212587195	0.989214530321006	0	1552.87797951457	2524.15237566233	0	2.94096115922523	18.1060807208088	3.75537026001169	658.16636323038	1282.07503593544	9.00111286620477	66.2912142647364	4135.82878193265	3261.30919912786	24.738547402626	1170.96602481132	225.992130459737	3972.33341420243	1348.08107868033	2905.09989251059	21.8795321101764	4722.08832799654	8.60436277981756	1.92053419627255	2.00081004533239	834.169720404273	22.3266395981418	4207.94180369351	5068.99251471599	2280.53624309865	94.6306313594696	2605.45799868222	1.98619414893148	3165.51925445804	0	1.96210806323915	2002.15786927521	7.98533453101912	0	5.81326364535081	5.07454308884171	109.358904092809	63.3056594352301	1.95181445398645	520.443375688047	5202.80585645942	1888.58375384597	3.01379309812347	4008.61433784152	5.00025413587845	1.98065077710604	754.776157921704	480.545899279171	1.00133341947587	1307.38575903505	6.1733179928144	1488.18592962891	538.800233305507	5.63062061202636	5.96786202010333	1949.99603299424	1099.65461607993	560.744157740413	0	32.3087797603232	12.7266463826135	4272.21852248627	5.18003597501242	813.137223879784	505.379406191541	2.91716395999994	2763.36087758979	869.387691608051	1.94942008353521	2782.83119158308	1.96948247893745	0	4893.55886019638	4514.11301813873	890.056667412753	2353.8449182307	2584.37153959679	0	873.556104043515	7491.38172841161	36.3274424227856	1603.16643187384	2.93979934227979	2193.98124986718	1254.70441064356	3334.64239586804	17.562693125083	4.01652221685597	1.9620910977489	6009.60163068383	0	4.92709954478627	4278.78229045002	615.525836705187	0.993692041169206	1.9889070362795	31.7647982463829	2465.45652832534	8.86207790018895	2381.46105503247	32.8252272628719	0	0
Robiginitalea biformata [Cluster1055]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica [Cluster1056]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.469897546733	0	2.01015824397487	0	0	0.962412677886897	1519.08321041936	0.998001685364894	0	2.98588093383294	0	0	0	128.354050280574	25.3876519322089	0.982935840237326	0	0	33.7422730551302	0	0	0	0	0	0	38.8316231355021	0	0.997618610024045	0	0	5.91586564667458	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987477504004811	0	0	0	1.99082644049095	0	0	0	0.983803372393288	0	0	788.087991941434	0	0	0	0	0	0	0	0	0	0	0	0	0.984801263624177	0	0	0	0	0	0	0	0	0	0	0	0	3.014722333174	0	0	0	4.93091161406657	0	1.96493261971017	0	0	0	0	0	0	0	0	0
Porphyromonas uenonis [Cluster1057]	0	0	0	0	0	0	1.00017456119966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981114640362425	1.00089744185995	182.634051557705	1.01045900803829	0	0	0	0	15.5207696393034	0	0	0.99529364461098	0	0	0	39.5660883762333	0	0	0	0	0	0	0	0	0	0	4.90906533810413	19.4158115677511	0	0	0	0	0	0.96865714515447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.83803372393288	0	0	6.61464741437644	0	0	0	0	7.77946291696382	0.988054857091479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7369946478263	0	0	0	0	0	0	0	0	0
Prevotella timonensis [Cluster1058]	0	0	0	0	0	0	0	0	1.00055570953989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9907409102845	2.08473961389183	0	0	0	0	0	0	0	0	0	0	0	0	18.7982586411045	0	0	0	0	0	0	0	0	0	0	0.971850193298807	0	0	0	0	0	11.7116696891854	0	0	3.87971817162297	0	0	0	0	0	0	0	0.948282109116834	0	0	0	3.72138632288064	0	0	0.985312339396727	0	0	0	10.7120233176347	0	0	0	0	0	0	0	1.925130350407	0	0	0	0.975502809307137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97884088646616	0	7.4792058048385	0	0	0	0	0.984369638332275	0	0	0	0	0	1.97074392237248	0	0
Prevotella buccalis [Cluster1059]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937031526104383	0	0	0	0	0	0	0	0	0	5.73205843455446	0	0	0	0.987245512095823	0	0	0	0	0	0	0	0	0	0.980555067132984	0	0	0	1.9583231325616	0	0.996241340265551	0	0	0	0	0	0.974024689904116	0	0	0	0	0	0	7.90732030921811	0	0	0	0	0	0	0	0	0	1.9538119231353	0	0	0	0	0	0.942397683320277	0	0	2.92126171666649	0	0	0	0	0	0	0	0.992764034262982	0	3.92856676924151	0	0	0	0	0.985186979703714	0	0	0.978042811018236	0	0	0	0	2.00438714795648	0	3.23169261668486	0	0	0	0	0	0	0	0.993892185395574	0	0	0	0	0
Thermococcus barophilus [Cluster106]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella oralis [Cluster1060]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500753508580176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989820547076296	0	0	0
unnamed Prevotella sp. oral taxon 299 [Cluster1061]	0.986020364059714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Prevotella sp. oral taxon 317 [Cluster1062]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487516652761184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976748666654117	0	0	0
unnamed Prevotella sp. oral taxon 472 [Cluster1063]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella marshii [Cluster1064]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963332975593637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccae [Cluster1065]	0	0	0	0	0	0	0.965982156062438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06079970765627	0	0	0	0	0	0	0	0	5.01306482583337	0	0	0	0	0	0	1.00147504939349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03692608021978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99204342393651	4.90295506834951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella bergensis [Cluster1066]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959195066165219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
